articleId,articleName,articleCode,cube,weightLbs,roomId,roomName,isActive,domestic,canada,international,local,carton,pbo,mattcp,bulky,crateFlag
1172,"Sewing Mach, Portable",V318,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1173,"Sewing Mach., Console",V319,15.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1174,Sewing Mach.w/ Cabinet,V320,30.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1175,"Shelf, Large",V321,25.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1176,"Shelf, Metal",V323,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1177,"Shelf, Small",V324,10.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1178,Shelving,V326,20.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1179,Sideboard,V327,25.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1182,Skis,V330,2.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1183,Sled,V331,2.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1184,Small Table,V332,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1186,Snowblower,V334,10.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1187,Snowboard,V335,2.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1188,"Sofa, 3 Cushion",V336,50.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1189,"Sofa, 4 Cushion",V337,60.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1190,"Sofa, Hide",V338,60.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1191,"Sofa, Loveseat",V339,35.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1192,"Sofa, Sec.",V340,30.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1193,"Sofa, Wicker",V341,10.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1196,Speaker,V344,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1197,Speaker Stand,V345,3.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1201,Stereo Rack,V349,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1202,"Stool, Bar",V350,3.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1203,Storage Cabinet,V351,30.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1204,Suitcase,V352,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1205,Swing,V353,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1206,"Table, Card",V354,2.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1207,"Table, Changing",V355,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1208,"Table, Childs",V356,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1209,"Table, Coffee / End",V357,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1210,"Table, Dining",V358,30.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1211,"Table, Drafting",V359,40.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1212,"Table, Drop / Occas",V360,18.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1213,"Table, Kitchenette",V361,10.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1214,"Table, Large Outdoor",V362,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1215,"Table, Leaf",V363,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1216,"Table, Microwave",V364,10.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1217,"Table, Night",V365,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1218,"Table, Small Outdoor",V366,3.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1219,"Table, Utility",V367,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1220,Tea Cart,V368,10.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1221,Tech Benches,V369,10.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1222,Tire,V370,3.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1223,Tire w/ Rim,V371,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1225,"Toolchest, Large",V373,15.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1226,"Toolchest, Medium",V374,10.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1227,"Toolchest, Small",V375,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1228,Tote Box,V376,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1229,"Tote, Plastic Large",V377,8.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1230,"Tote, Plastic Medium",V378,6.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1231,"Tote, Plastic Small",V379,2.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1232,Toy Chest,V380,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1237,Trampoline,V386,10.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1238,Transfer File,V387,8.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1239,Trash Can,V388,2.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1240,"Trash Can, Large",V390,7.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1241,"Trash Can, Small",V391,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1243,Tri-Wall Tubs,V393,27.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1242,Tricycle,V392,2.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1244,Trunk,V394,10.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1245,Tube,V395,2.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
301076,TV  38” and Under,V419,25.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
301077,TV  39” – 46”,V420,25.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
301078,TV  47” – 56”,V421,25.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
301079,TV 57” – 64”,V422,25.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
301080,TV 65” – 84”,V423,25.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
301081,TV 85” and Over,V424,25.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1246,"TV, 19""",V396,10.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1247,"TV, 25""-27""",V397,15.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1248,"TV, 32""-36""",V398,25.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1249,"TV, Console",V399,15.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1250,"TV, Portable",V400,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1252,Umbrella,V402,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1255,Vacuum Cleaner,V405,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1257,Wagon,V407,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1258,"Wardrobe, Large",V408,40.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1259,"Wardrobe, Small",V409,20.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1260,Washing Machine,V410,25.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1261,Water Cooler,V411,15.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1262,Wheelbarrow,V412,8.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1265,WhiteBoard,V415,5.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
1268,Work Bench,V418,20.0,0.0,71,Air,True,True,False,True,True,False,False,False,False,False
